title,price,savings_per
"HP [Windows 11 Home] 255 G8 Notebook, 15.6'' HD Display, AMD Athlon 3020e Processor, 8GB Memory, 256GB SSD, Wi-Fi, Bluetooth, Type-C Port, RJ-45 Port, Black","22,245",-18%
"HP Envy x360, Ryzen 5 7530U, 15.6-inch (39.6 cm) FHD Laptop,16GB LPDDR5, 512GB SSD, AMD Radeon Graphics, 5MP IR Camera, B&O, Pen (Win 11, MSO, Black, 2.14 kg), 15-fh0015AU","72,999",-17%
"Samsung Galaxy Book3 Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)","57,990",-38%
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","38,990",-45%
"Dell 15 Laptop, Intel 12th Gen Core i3-1215U Proc/8GB DDR4/512GB SSD/Intel UHD Graphic/15.6"" (38cm) FHD Display/Spill-Resistant Keyboard/Win11+MSO'21/15 Month McAfee/Black/Thin & Light 1.69kg","35,490",-27%
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/Cloud Grey/1.61Kg), 82R400ERIN","40,900",-26%
"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS","50,990",-34%
"ZEBRONICS PRO Series Y NBC 1S, Intel Core 11th Gen i3 Processor 8GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6 CM), IPS Display, Ultra Slim, 38.5Wh Large Battery, Windows 11, Silver, 1.76 Kg","23,990",-47%
"Lenovo IdeaPad Slim 1 Intel Celeron N4020 14"" (35.5cm) HD 220nits Thin and Light Laptop (8GB/256GB SDD/Windows 11/Office 2021/1Yr Warranty + ADP/3months Game Pass/Cloud Grey/1.3Kg), 82V6006EIN","26,490",-47%
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Metal Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG","43,990",-33%
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","41,990",-35%
"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","49,990",-38%
"Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK011EIN","59,990",-28%
"Dell 14 Laptop, 12th Gen Intel Core i5-1235U Processor, 16GB, 512GB, 14.0"" (35.56cm) FHD Display, Windows 11 + MSO'21, Spill-Resistant Keyboard, 15 Month Mcafee, Black, Thin & Light- 1.48kg","51,490",-18%
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51","70,990",-19%
"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU","49,890",-22%
"HP 15s, Ryzen 5-5500U, 16GB RAM/512GB SSD 15.6-inches(39.6 cm) FHD, Micro-Edge, Anti-Glare Laptop/Alexa Built-in/Windows 11 /AMD Radeon Graphics/Dual Speakers/MS Office 2021/1.69 Kg, 15s-eq2182AU","41,700",-29%
"ASUS Vivobook 16X (2022), 16.0-inch (40.64 cms) FHD+ 16:10, AMD Ryzen 5 5600H, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.80 kg), M1603QA-MB501WS","45,990",-56%
"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, FHD Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.59 kg), fd0012TU","58,390",-26%
"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS","74,990",-36%
"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i5 39.6cm (15.6"") FHD Thin & Light Laptop (8 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Finger Print Reader/Silver/1.55Kg), NP750XED-KC1IN","49,990",-40%
"Dell Inspiron 3525 Laptop, AMD Ryzen5-5500U Processor, 8GB DDR4, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Win 11 + MSO'21, 15 Months McAfee, Silver, Thin & Light- 1.69kg","37,990",-26%
"HP Pavilion x360 2-in-1 Laptop 13th Gen Intel Core i5-1335U, 14-inch (39.6 cm) FHD,Multitouch, 16GB RAM, 512GB SSD, Intel Iris X Graphics, B&O, Pen, FPR (Win 11, MSO, 1.69kg), 14-ek1074TU","67,990",-26%
"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU","49,890",-22%
"HONOR MagicBook X14 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.4Kg), Gray","49,990",-38%
Marshall Stockwell II 20 Watt Wireless Bluetooth Portable Speaker (Black and Brass) (1005544),"19,999",-20%
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","43,990",-44%
"Samsung Galaxy Book3 Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)","71,490",-37%
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i3 15.6"" (39.6cm) FHD 250 Nits Thin and Light Laptop (8GB/256GB SSD/Windows 11/Office 2021/Alexa Built-in/3 Month Game Pass/Grey/1.62Kg), 82RK00XDIN","31,490",-37%
"Dell 15 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard, Thin & Light- 1.66kg","46,490",-25%
"HP Laptop 15, 13th Gen Intel Core i3-1315U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Thin & Light, Intel Iris Xᵉ Graphics, Dual Speakers (Win 11, MSO 2021, Silver, 1.59 kg), fd0006TU","39,640",-27%
"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU","31,490",-34%
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam","16,990",-51%
"Dell 15 Laptop, Intel 12th Gen Core i3-1215U Proc/8GB DDR4/512GB SSD/Intel UHD Graphic/15.6"" (38cm) FHD Display/Spill-Resistant Keyboard/Win11+MSO'21/15 Month McAfee/Black/Thin & Light 1.69kg","35,490",-27%
"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS","74,990",-36%
"ASUS Zenbook 14X OLED, Intel Core i5-12500H 12th Gen, 14"" (35.56 cm) 2.8K 90Hz OLED, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Fingerprint/Grey/1.4 kg), UX5401ZA-KM541WS","67,990",-31%
"Dell Inspiron 7420 2in1 Laptop, Intel Core i7-1255U Processor/16GB/512GB/14.0"" (35.56cm) FHD+ WVA Touch 250 nits, Active Pen/Win 11 + MSO'21, 15 Month McAfee/Backlit KB + FPR/Platinum Silver","77,990",-36%
"ASUS Vivobook Go 14 (2023), 14"" (35.56 cm) FHD (1920 x 1080) 16:9, Intel Celeron N4500, Thin and Light Laptop (8GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Black/1.3 Kg), E410KA-EK013W","22,990",-38%
"Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/Thin & Light 1.48kg","34,990",-39%
"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB,MSO,Thin & Light, Dual Speakers (Win 11, Silver, 1.69 kg), fq5330TU","50,032",-27%
"ASUS VivoBook 15 (2021), 15.6-inch (39.62 cm) HD, Dual Core Intel Celeron N4020, Thin and Light Laptop (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W","19,990",-41%
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","34,818",-40%
"HP Laptop 14s, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xᵉ graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5005TU","59,999",-17%
"ASUS Vivobook 15, Intel Core i3-1220P 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Fingerprint/Blue/1.7 kg), X1502ZA-EJ385WS","38,990",-29%
"HONOR MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","49,490",-38%
"Lenovo IdeaPad Gaming 3 11th Gen Intel Core i5-11320H 15.6"" (39.62cm) FHD IPS 60Hz Gaming Laptop (8GB/512GB SSD/Windows 11/NVIDIA RTX 2050 4GB/Alexa/3 Month Game Pass/Shadow Black/2.25Kg), 82K101PCIN","45,490",-36%
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","20,480",-77%
"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU","35,917",-30%
"HP Laptop 15, 12th Gen i3-1215U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5006TU","34,949",-31%
"Acer Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","41,990",-42%
amazon basics 16W Bluetooth Soundbar Speaker with 2000mAh Battery | BT v5.3 | Aux/USB Port | RGB Party Lights,"1,099",-61%
"ZEBRONICS New Launch Knock Party DJ Speaker, 230W, Karaoke, Dual Wireless UHF Mic, Dual Bluetooth & USB, Guitar Input, Mic, Aux, A/B Cross Fader, RGB LED, Dual 20.32cm Full Range Drivers","19,999",-50%
"soundcore by Anker Glow Portable Speaker with 30W 360° Sound, Synchronized Radiant Light, 18H Playback, Customizable EQ and Light Show, and IP67 Waterproof","7,499",-42%
"boAt Stone 260 4W Bluetooth Speaker with Upto 9 Hours Playback, IPX5 and Carabiner(Psyche)","1,499",-40%
"ZEBRONICS Sound Bomb X1 3-in-1 Wireless Bluetooth v5.0 In Ear Earbuds + Speaker Combo with 30 Hour Backup, Built-in LED Torch, Call Function, Voice Asst, Type C and Splash Proof Portable Design (Blue)",749,-81%
"Blaupunkt SBA20 16W Bluetooth Soundbar for TV with Bluetooth/SD Card/Aux, Mini Sound/Audio System for TV Speakers, Mobile, PC, Projectors, Tablets, Laptops","1,249",-64%
"JBL Flip 6 Wireless Portable Bluetooth Speaker Pro Sound, Upto 12 Hours Playtime, IP67 Water & Dustproof, PartyBoost & Personalization by JBP App (Without Mic, Red)","10,319",-26%
Naim Audio Mu-so 2nd Generation 450 Watt Wireless Bluetooth Multi-Room Speaker (Black),"1,95,000",-3%
"Marshall Wireless Portable Waterproof Speaker, Willen Black & Brass, 15 Hours of Continuous Playback, IP67 Waterproof, Ultra Small, Fast Charging","9,499",-37%
"Amkette Pocket Blast FM Radio with Bluetooth Speaker with Powerful Sound, Voice/FM Recording, Hidden Antenna, 7+ Hours Playback (USB-C Charging), and Number Pad (AUX, SD Card, USB Input) (Black)","1,399",-39%
Electronic Spices Bluetooth Mp3 USB Fm Radio Player Module with Double Direct Speaker Connection Pack of 1pcs,244,-26%
"Zebronics New Launch Vita Blast Portable Bluetooth Speaker with 16W Output Power,Dual Passive Radiators,RGB Lights,Built-in Rechargeable Battery, Bluetooth 5.1,AUX, USB, mSD, FM Radio,TWS Function","1,499",-35%
"pTron Newly Launched Fusion Evo v4 16W Bluetooth Soundbar Speaker, Dual Drivers, up to 19Hrs Playtime, Soundbar for Phone/TV/Laptop/Tablets, BT5.2/Aux/TF Card/USB Drive Playback & TWS Function (Black)",799,-75%
"ZEBRONICS New Launch Mytho Trolley Party DJ Speaker, 520 Watts, Supports Bluetooth, HDMI ARC, Optical, USB, mSD, AUX, Dual UHF Wireless MIC, Karaoke & Recording Function, Detachable Satellite","46,999",-33%
"Krisons Cylender 111 50W Portable Speaker with 4"" Double Woofers, Free Wired Mic for Karaoke, in Built Torch, Remote Control with Bluetooth, FM, USB, Micro SD Card Connectivity (Black)","1,898",-53%
"truke Thunder Bar 16W Bluetooth Speaker with RGB LEDs - Dual 52mm Speakers, 6Hours Long Battery Life, Mobile/Tablet Holder, AUX, USB, FM Mode, Portable Speaker for Home/Outdoor/Travel [Black]",799,-73%
"boAt Partypal 390 Speaker with 160 W Signature Sound, Up to 6 hrs Playtime, EQ Modes, 1 Mic for Karaoke, TWS Mode, Bluetooth v5.3, AUX Port, & USB Type-C Port(Space Black)","14,999",-57%
IKALL 90-Watt Powerfull Boom Box Speaker Home Theatre with Multi Connectivity and Wireless Mic - IK010,"4,799",-40%
Halonix Prime DJ Speaker 9W Base-B22 Millions Color Smart Bluetooth led Bulb Pack of 1 (Clear & Powerful Bluetooth Speaker with Colorful Light),539,-40%
"JBL Xtreme 4 Portable Bluetooth Speaker, ProSound with Powerful Bass Radiators, AI Sound Boost, Built-in Powerbank, Multispeaker Connection by Auracast, IP67, Replacable Battery, Fast Charging (Black)","27,999",-13%
JeJos PU Leather Case for JBL GO 2 Speaker Portable Wireless Bluetooth Speaker - Travel Protective Carrying Storage Bag,319,-36%
"boAt Stone Symphony Portable Bluetooth Speaker with 20W RMS Stereo Sound, Party LEDs, TWS Feature, Carry Strap, Multi-Compatibility Modes, FM, IPX5, Built-in Mic(Midnight Black)","3,999",-60%
iBall Musi Jam TWS Stereo Bluetooth Portable Speaker | Micro SD Card Slot & Built in Mic I IPX6 Protection/Water Resistance I Multiple Musical Inputs - (Blue),"1,440",-79%
"pTron Newly Launched Fusion Bold 100W Karaoke Bluetooth Party Speaker, Powerful Sound, RGB Lights, 3 mtr Wired Mic, BT/USB/SD Card/Aux Playback, TWS Pairing, Remote Control & Type C Charging (Black)","5,239",-62%
"Pagaria Grenade 5 Watts Pocket FM Radio with Bluetooth, Tf Card/USB Speaker – LCD Display with Song Name, Folder Selection, Type C Charging, Voice Recording & More","2,599",-28%
"Philips Audio MMS2625B 2.1 Channel Wireless Bluetooth, Wired Multimedia Computer Speaker - Black","3,409",-32%
"boAt Stone 260 4W Bluetooth Speaker with Upto 9 Hours Playback, IPX5 and Carabiner(Psyche)","1,499",-40%
"Blaupunkt SBA20 16W Bluetooth Soundbar for TV with Bluetooth/SD Card/Aux, Mini Sound/Audio System for TV Speakers, Mobile, PC, Projectors, Tablets, Laptops","1,249",-64%
"ZEBRONICS Sound Bomb X1 3-in-1 Wireless Bluetooth v5.0 In Ear Earbuds + Speaker Combo with 30 Hour Backup, Built-in LED Torch, Call Function, Voice Asst, Type C and Splash Proof Portable Design (Blue)",749,-81%
"JBL Flip 6 Wireless Portable Bluetooth Speaker Pro Sound, Upto 12 Hours Playtime, IP67 Water & Dustproof, PartyBoost & Personalization by JBP App (Without Mic, Red)","10,319",-26%
Edifier ED-R1700BTs 66 Watt 2.0 Channel Wireless Bluetooth Bookshelf Speaker (Brown),"17,990",-5%
"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Win 11 + MSO'21, Dark Shadow Gray, 2.65kg","76,490",-27%
"Dell 14 Laptop, 12th Gen Intel Core i5-1235U Processor, 16GB, 512GB, 14.0"" (35.56cm) FHD Display, Windows 11 + MSO'21, Spill-Resistant Keyboard, 15 Month Mcafee, Black, Thin & Light- 1.48kg","51,490",-18%
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 6800H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office/NVIDIA RTX 3050 4GB/RGB Keyboard/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg),82SB00Y8IN","62,990",-37%
"Dell 15 Laptop, Intel Core i5-1135G7 Processor/ 8GB DDR4/ 512GB SSD/ 15.6"" (39.62cm) FHD/Mobile Connect/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/Thin & Light-1.69kg","40,990",-31%
"Dell 14, Intel 12th Gen Core i5-1235U Processor Laptop/8GB/512GB SSD/14.0"" (35.56cm) FHD Display/Intel UHD Graphics/Spill-Resistant Keyboard/Win 11 + MSO'21/Black/15 Month McAfee, Thin & Light-1.48kg","45,990",-25%
"ASUS Vivobook 15, Intel Celeron N4020, 15.6"" (39.62 cms) HD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Fingerprint/Silver/1.8 kg), X515MA-BR024WS","26,990",-31%
"HP Laptop 14, 13th Gen Intel Core i3-1315U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, FHD Camera w/Privacy Shutter, Thin & Light (Win 11, MSO 2021, Blue, 1.4 kg), gr0000TU","39,990",-27%
"Apple 2023 MacBook Pro (14-inch, M3 chip with 8‑core CPU and 10‑core GPU, 8GB Unified Memory, 512GB) - Space Grey","1,55,990",-8%
"Lenovo ThinkPad E14 AMD Ryzen 3 7330U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11/Office 2021/AMD Radeon Graphics/FPR/Black/1 Year onsite/1.41 kg), 21JRS00Y00","48,990",-43%
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","35,990",-40%
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","34,818",-40%
"HP 15s 12th Gen Intel Core i5, 15/6inch (39.6 cm), 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, Backlit Kb, (Win 11 Home, Natural Silver, 1.69kg), fq5202TU / fq5329TU","46,990",-25%
"ASUS Vivobook 15, Intel Core i3-1220P 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Alexa Built-in/FP Sensor/Blue/1.7 kg), X1502ZA-EJ381WS","37,990",-38%
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/1Yr Warranty + 1 Yr ADP/Grey/1.6Kg), 82R400BGIN","35,990",-48%
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/8 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","30,490",-42%
"HP 250 G9 Intel Celeron Dual Core 4500u - (8 GB/256 GB SSD/DOS) 8Y2Y9PA Laptop (15.6 inch, Silver, 1.75 kg)","21,990",-21%
"HP Laptop 14s, 12th Gen Intel Core i3-1215U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.46 kg), dy5008TU","34,990",-32%
"Lenovo IdeaPad Slim 5 Intel Core i7 13700H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003JIN","84,490",-32%
"LAPCARE Beast LTS300 120 Watt, Tower Speaker,Bluetooth,Aux,USB,FM,RGB Lights,Wireless Mic with Remote (Black)","9,999",-23%
"ZEBRONICS Roxor 100W Multi-Connectivity Bluetooth, HDMI ARC, Optical, USB, AUX in-Out Speaker with Dolby Audio, Wireless UHF MIC, and Karaoke, TWS, LED Lights, and Recording Function","16,999",-51%
"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",699,-70%
Artis BT12 Classic Retro Wireless BT Speaker with FM/USB/AUX in & Hands Free Calling (5W RMS Output),"1,299",-48%
AmazonBasics BT10L 10W RMS Bluetooth Speaker with 2000 mAh Battery | Up to 10 hrs of Playback | RGB | Bluetooth 5.1 and Micro SD Card Connectivity | Type-C Charging (Black),"1,199",-60%
"amazon basics 2.0 Multimedia Speaker for PC | 3.5 mm Aux-in | 2x3W | for PC, Laptop, Tablet",439,-51%
"MadRabbit BOXO Bar Wireless Dynamic Indoor Soundbar 16W, 20H Battery, HD Audio, Dual 52MM Drivers, TWS Mode, 4 Connectivity Modes, Voice Assistant, Inbuilt Call Mic, Instant Reset, Black","1,449",-71%
"pTron Newly Launched Jazz Plus 120W Soundbar with Wired Subwoofer for TV, Immersive Sound, 2.1 CH, Multi-Connectivity BT5.3/HDMI ARC/Aux/USB, 3 EQ Modes Movie/Music/News & Remote Control (Black)","4,776",-65%
"ZEBRONICS Rocket 500 20W Output, Portable Wireless Speaker with Bluetooth, TWS, 15h Backup, FM Radio, USB, AUX, 6.3mm Wired Mic Support, RGB Lights, Detachable Carry Strap","1,799",-79%
Speaker Authentication (Signals and Communication Technology),"10,887",-16%
Fundamentals of Speaker Recognition,"6,641",-15%
"MH BRAND Bluetooth Speaker with 5W RMS Stereo Sound, IPX7 Water Resistance, TWS Feature, 500mAh Battery, Multi-Compatibility Modes and Type-C Charging (Multi- Colour)",899,-55%
"amazon basics X20R 20W Bluetooth Soundbar with 2000mAh Battery | 2X Bass | Up to 9hrs of Playback | Bluetooth 5.3, Aux in, USB, Micro TF Card Connectivity (Grey)","1,299",-57%
"Portronics Resound 5W Bluetooth 5.3 Wireless Speaker with FM Radio, TWS Function, Multicolor LED Lights, 6-8 Hrs Playtime(Blue)",799,-47%
"amazon basics Bluetooth 16W Speaker, with TWS Function, Powerful Bass, BT 5.3, MicroSD Card Slot, RGB Lights, AUX Input, USB Support, and in-Built Noise Cancelling Mic (Grey)","1,389",-65%
"ZEBRONICS Knock Out Portable Bluetooth v5.3 Speaker with 10W Output, RGB LED Lights, TWS Function, up to 10h* Backup, USB, mSD, Passive Radiator (Red)",799,-56%
"[New]Sony SRS-XB100 Wireless Bluetooth Portable Lightweight Super-Compact Travel Speaker, Extra-Durable IP67 Waterproof & Dustproof, 16 Hrs Batt, Versatile Strap, Extra Bass & Hands-Free Calling-Gray","3,990",-33%
"TRONICA King Series 3500W 5.1 Channel Wireless Bluetooth Multimedia Speaker USB & Remote Control Multimedia Home Theater Speaker with Subwoofer for TV, Computer, Laptop, Phone","2,299",-43%
"Sony SRS-XB13 Wireless Extra Bass Portable Compact Bluetooth Speaker with 16 Hours Battery Life, Type-C, IP67 Waterproof, Dustproof, Speaker with Mic, Loud Audio for Phone Calls/Work from Home (Pink)","3,990",-20%
"Zebronics ZEB-MUSIC BOMB X MINI Bluetooth 5.0 speaker with IPX5 Waterproof, 5W RMS, Voice assistant, Powerful Bass, 11H* backup, RGB lights, mSD/FM Radio, Call function & type C charging (Yellow)",799,-73%
"JBL Clip 4, Wireless Ultra Portable Bluetooth Speaker, Pro Sound, Integrated Carabiner, Vibrant Colors with Rugged Fabric Design, Dust & Waterproof, Type C (Without Mic, Blue)","3,998",-27%
"boAt Stone 580 Bluetooth Speaker with 12W RMS Stereo Sound, LED Lights, Up to 8 HRS Playtime, TWS Feature, FM Radio, Multi-Compatibility Mode, IPX4(Midnight Black)","1,999",-60%
"boAt Partypal 390 Speaker with 160 W Signature Sound, Up to 6 hrs Playtime, EQ Modes, 1 Mic for Karaoke, TWS Mode, Bluetooth v5.3, AUX Port, & USB Type-C Port(Space Black)","14,999",-57%
"ZEBRONICS -Fun 3 W Bluetooth Speaker, Supporting mSD Card, AUX, Media Control and Mic (Green)","1,699",-37%
"Harman Kardon Onyx Studio 7, Portable Wireless Bluetooth Speaker, Award Winning Elegant Design (Black)","14,999",-25%
"soundcore by Anker Motion 100 Portable Speaker, Bluetooth Speaker with Wireless Hi-Res, 2 Full Range Drivers for Stereo Sound, Ultra-Portable Design for Outdoor Use, Customizable EQ, and IPX7","4,999",-38%
"UBON GBT22A Bluetooth Speaker Audio Bar Wireless Speaker with LED Torch, High Bass & Stereo Sound, Support USB & TF Card, FM Mode, Up to 4 Hours Playtime, Portable Speaker for Travel",729,-51%
Everycom LittleBoy 8W Stereo Sound Wireless Portable Bluetooth Speaker (ब्लूटूथ स्पीकर) with Mic & TWS Feature (White),799,-47%
